company,individual,role,start_date,end_date,is_current,is_leadership,littlesis_person_id,littlesis_company_id,company_matched_name
Precision Drilling,Darren J Ruhr,Sec & Vice President - Corp Service,,,True,True,308385,246647,Precision Drilling Corporation
Precision Drilling,Kevin Omar Meyers,Independent Director,,,True,True,59565,246647,Precision Drilling Corporation
Precision Drilling,Kevin A Neveu,"President, Chief Executive Officer",,2015-00-00,True,True,304543,246647,Precision Drilling Corporation
Schlumberger Oilfield Services,Gary A. Kolstad,Vice President-Global Accounts,,,False,True,100291,217800,"Schlumberger Oilfield Services, Inc"
Schlumberger Oilfield Services,Mark Fuller,Field engineer,,,False,False,217801,217800,"Schlumberger Oilfield Services, Inc"
Transocean Inc,Robert M Sprague,Director,,,True,True,126037,38397,Transocean Ltd.
Transocean Inc,Robert M Sprague,Board of Director,,,False,True,126037,38397,Transocean Ltd.
Transocean Inc,Robert L Herrin,Comptroller,2005-00-00,,,False,296586,38397,Transocean Ltd.
Weatherford,Frederico Justus,CEO,2016-00-00,,True,True,298228,283773,Weatherford International Public Limited Company
Weatherford,Lance Richard Marklinger,CEO,2015-00-00,,False,True,302152,283773,Weatherford International Public Limited Company
Weatherford,MARK SWIFT,,,,True,False,383628,283773,Weatherford International Public Limited Company
Advanced Energy,Bill Ritter,,,,True,False,33966,131998,Advanced Energy Economy Institute
Advanced Energy,Reed E Hundt,,,,True,False,1981,131998,Advanced Energy Economy Institute
Advanced Energy,Hemant Taneja,,,,True,False,131993,131998,Advanced Energy Economy Institute
Flint Hills Resources,James Louis Mahoney,Vice President of Operations,,,False,True,301816,41463,"Flint Hills Resources, LP"
Flint Hills Resources,Scott Lindemann,,,,True,False,105831,41463,"Flint Hills Resources, LP"
Flint Hills Resources,Steve Orne,,,,True,False,105829,41463,"Flint Hills Resources, LP"
"Oil, Standard",Austin Smithson,Policy Advisor,,,,False,449535,3,Chevron
"Oil, Standard",Mike Wirth,Executive / Senior Vice President,2016-00-00,,,True,58514,3,Chevron
"Oil, Standard",Shariq Yosufzai,Board Member,,,False,True,442592,3,Chevron
"Oil, Standard",Mohammed Y. Al Qahtani,Executive Vice President of Downstream,,,True,True,383337,104265,Saudi Aramco
"Oil, Standard",MAJED MOHAMMED SAGGAF,,,,True,False,383760,104265,Saudi Aramco
"Oil, Standard",MOHAMMED ABDULLAH AL-JADAAN,,,,True,False,383338,104265,Saudi Aramco
Babcock & Wilcox,Jan Bertsch,Board Member,2013-00-00,,True,True,63171,105780,The Babcock & Wilcox Company
Babcock & Wilcox,Kenneth S Siegel,Board Member,2018-00-00,,True,True,6098,105780,The Babcock & Wilcox Company
Babcock & Wilcox,Roger E Tetrault,Vice President ,1990-00-00,1991-00-00,,True,244601,105780,The Babcock & Wilcox Company
Babcock & Wilcox,Mary Pat Salomone,Senior Vice-President and Chief Operating Officer,2007-00-00,,,True,117551,105780,The Babcock & Wilcox Company
Cloud Peak Energy,Bill Owens,Independent Director,,2015-00-00,,True,33969,127012,Cloud Peak Energy Inc.
Cloud Peak Energy,William T Fox III,Independent Director,,2015-00-00,,True,11404,127012,Cloud Peak Energy Inc.
Louisiana Oil & Gas Association (LOGA),Don Briggs,President,,,True,True,278580,150627,Louisiana Oil & Gas Association
National Propane Gas Association,David Lugar,Chairman-Elect,,,True,True,145515,45201,National Propane Gas Association
Texas Independent Producers & Royalty Owners Association (TIPRO),T D Howell,Director,,,True,True,165791,100119,Texas Independent Producers and Royalty Owners Association
Texas Independent Producers & Royalty Owners Association (TIPRO),Stephen N Castle,Director,,,True,True,165789,100119,Texas Independent Producers and Royalty Owners Association
