company,individual,role,start_date,end_date,is_current,is_leadership,littlesis_person_id,littlesis_company_id,company_matched_name
Shell International,Simon Peter Henry,Chief Financial Officer,,2015-00-00,,True,296523,283733,Shell Trading International Limited
Shell International,Caroline Johanna Henderika Hes,Member (Investor Relations Team),,2015-00-00,,False,296610,283733,Shell Trading International Limited
Shell International,Michael Francis Conway,Director (Occupation: Oil Company Executive),,2015-00-00,,True,320702,283733,Shell Trading International Limited
Shell International,John Abbott,"Member (Executive Committee), Downstream Director",,2015-00-00,,True,83452,283733,Shell Trading International Limited
Shell International,Siti Hadiana Ahmad,Member (Investor Relations Team),,2015-00-00,,False,285488,283733,Shell Trading International Limited
Shell International,Andrew Brown,Member (Executive Committee),,2015-00-00,,True,320407,283733,Shell Trading International Limited
Shell International,Chioma Akukwe,Legal Intern,,,False,False,111659,98089,Shell International Finance B.V.
Shell International,Tjerk P K Huijsinga,Director,,,True,True,98098,98089,Shell International Finance B.V.
Shell International,Ennio R. Senese,Director,2001-09-00,2008-07-00,,True,332752,332762,Shell Global Solutions International BV
Shell Oil,Melanie Lane," Chief Executive Officer, Shell Recharge",2020-03-01,2023-06-01,False,True,451872,84758,Royal Dutch Shell
Shell Oil,Jorma J Ollila,Non-Executive Chairman (Board of Directors),,2015-00-00,,True,1134,84758,Royal Dutch Shell
Shell Oil,Wael Sawan,CEO,2023-01-00,,True,True,436490,84758,Royal Dutch Shell
Shell Oil,Peter R Voser,CEO,2009-07-00,2013-12-00,False,True,183304,84758,Royal Dutch Shell
Shell Oil,Martijn Bolkestein,,,,False,False,400524,84758,Royal Dutch Shell
Shell Oil,G. J. Wijers,"Deputy Chairman, Board of Directors",,2015-00-00,,True,37374,84758,Royal Dutch Shell
Shell Oil,Patricia Ann Woertz,Non-Executive Director (Board of Directors),,,,True,313891,84758,Royal Dutch Shell
Shell Oil,Jean Young,Member (Investor Relations Team),,2015-00-00,,False,319890,84758,Royal Dutch Shell
Shell Oil,Gerardus Johannes Wijers,Deputy Chairman and Senior Independent Director (Board of Directors),,,,True,313654,84758,Royal Dutch Shell
Shell Oil,Ben Van Beurden,CEO,2014-00-00,,,True,172363,84758,Royal Dutch Shell
Shell Oil,Jessica Rodgers Uhl,"CFO, Director",2016-00-00,,,True,312288,84758,Royal Dutch Shell
Shell Oil,Ronan Cassidy,CIO,2016-00-00,,,False,289364,84758,Royal Dutch Shell
Shell Oil,Peter van Driel,Member (Investor Relations Team),,2015-00-00,,False,312482,84758,Royal Dutch Shell
Shell Oil,Maarten Wetselaar,,2016-00-00,,,False,313505,84758,Royal Dutch Shell
Shell Oil,Stephanie Swainson Boyde,Executive / Senior Vice President,2016-00-00,,,True,288227,84758,Royal Dutch Shell
Shell Oil,Gerrit Zalm,Non-Executive Director (Board of Directors),,,,True,91791,84758,Royal Dutch Shell
Shell Oil,Bernardus Cornelis Adriana Margriet Van Beurden,"Chief Executive Officer, Bestuurder(s) (RvB)",,,,True,312438,84758,Royal Dutch Shell
Shell Oil,Lori Ryerkerk,"Executive Vice President, Global Manufacturing",,2015-00-00,,True,60154,84758,Royal Dutch Shell
Shell Oil,Ann Darlene Pickard,"Executive Vice President, U.S. Arctic Operations",,2015-00-00,,True,322525,84758,Royal Dutch Shell
Shell Oil,Claudia van Bemmelen,Member (Investor Relations Team),,2015-00-00,,False,312436,84758,Royal Dutch Shell
Shell Oil,Nigel Elton Sheinwald,"Director, Board of Directors",,,,True,309656,84758,Royal Dutch Shell
Shell Oil,Cerys Reece,Member (Investor Relations Team),,2015-00-00,,False,307430,84758,Royal Dutch Shell
Shell Oil,Linda Gillespie Stuntz,Non-Executive Director (Board of Directors),,,,True,310953,84758,Royal Dutch Shell
Shell Oil,Gerardus Bernardus Paulides,Global Head,,2015-00-00,,True,305903,84758,Royal Dutch Shell
Shell Oil,Mark Quartermain,"Vice President, Products, Trading and Supply",,2015-00-00,,True,307023,84758,Royal Dutch Shell
Shell Oil,Jj Traynor,Head (Investor Relations Team),,2015-00-00,,True,312031,84758,Royal Dutch Shell
Shell Oil,Marvin Odum,"Executive Director, Upstream Americas",,2015-00-00,,True,34850,84758,Royal Dutch Shell
Shell Oil,Courtney Mason,Member (Investor Relations Team),,2015-00-00,,False,302315,84758,Royal Dutch Shell
Shell Oil,Nigel Sheinwald,Non-Executive Director (Board of Directors),,2015-00-00,,True,304665,84758,Royal Dutch Shell
Shell Oil,Hugh Sydney Mitchell,Chief Human Resources and Corporate Officer,,2015-00-00,,True,303592,84758,Royal Dutch Shell
Shell Oil,Susanna Morley,Member (Investor Relations Team),,2015-00-00,,False,303900,84758,Royal Dutch Shell
Shell Oil,Michael Raymond Napier,"Executive Vice President, External Communications",,2015-00-00,,True,304356,84758,Royal Dutch Shell
Shell Oil,Kimberly Mcneely,Senior Investor Relations Officer,,2015-00-00,,True,302995,84758,Royal Dutch Shell
Shell Oil,Simon Peter Henry,Member (Executive Committee),,2015-00-00,,True,296523,84758,Royal Dutch Shell
Shell Oil,Charles Otis Holliday,"Non-Executive Director, Chairman",,,,True,296978,84758,Royal Dutch Shell
Shell Oil,Ken Lawrence,Member (Investor Relations Team),,2015-00-00,,False,318352,84758,Royal Dutch Shell
Shell Oil,Rutger Jan De Kreij,Senior Investor Relations Officer,,2015-00-00,,True,297812,84758,Royal Dutch Shell
Shell Oil,Michiel Christofoor Maria Brandjes,Company Secretary and General Counsel Corporate,,,,False,288316,84758,Royal Dutch Shell
Shell Oil,Andrew Brown,"Director, Upstream International",,,,True,320407,84758,Royal Dutch Shell
Shell Oil,Guy Robert Elliott,Non-Executive Director (Board of Directors),,,,True,292908,84758,Royal Dutch Shell
Shell Oil,Robert J Jager,"Chairman, New Zealand",,2015-00-00,,True,297757,84758,Royal Dutch Shell
Shell Oil,Carlo Cumpelik,Investor Relations Financial Analyst,,2015-00-00,,False,290915,84758,Royal Dutch Shell
Shell Oil,Arjen C Dorland,Executive Vice President,,2015-00-00,,True,292244,84758,Royal Dutch Shell
Shell Oil,Harry Brekelmans,Projects and Technology Director,,,,True,288393,84758,Royal Dutch Shell
Shell Oil,Caroline Johanna Henderika Hes,Member (Investor Relations Team),,2015-00-00,,False,296610,84758,Royal Dutch Shell
Shell Oil,Gerhardus Johannes Kleisterlee,Non-Executive Director (Board of Directors),,,,True,299077,84758,Royal Dutch Shell
Shell Oil,Donny Ching,Legal Director,,,,True,289844,84758,Royal Dutch Shell
Shell Oil,Yiu Kiang Euleen Goh,Non-Executive Director (Board of Directors),,,,True,295066,84758,Royal Dutch Shell
Shell Oil,Roomsha Bansie,Member (Investor Relations Team),,2015-00-00,,False,286541,84758,Royal Dutch Shell
Shell Oil,Mounir B M Bouaziz,"Regional Vice President, Commercial, Middle East and North Africa",,2015-00-00,,True,288090,84758,Royal Dutch Shell
Shell Oil,Siti Hadiana Ahmad,Investor Relations Financial Analyst,,2015-00-00,,False,285488,84758,Royal Dutch Shell
Shell Oil,Ryan Birse,Member (Investor Relations Team),,2015-00-00,,False,287590,84758,Royal Dutch Shell
Shell Oil,Matthias Felix Bichsel,Member (Executive Committee),,2015-00-00,,True,287466,84758,Royal Dutch Shell
Shell Oil,John Abbott,Downstream Director,,,,True,83452,84758,Royal Dutch Shell
Shell Oil,Juan Rajlin,,,,False,False,389400,84758,Royal Dutch Shell
Shell Oil,Jane Norman,"Commercial Advisor, Business Integration Group, Natural Gas Directorate, Shell UK E&P",1996-00-00,1998-00-00,False,True,377948,84758,Royal Dutch Shell
Shell Oil,Jane Norman,"Senior Process Engineer, Shell International Exploration & Production",1992-00-00,1996-00-00,False,True,377948,84758,Royal Dutch Shell
Shell Oil,Jocelyn Morton,Executive,,,False,True,373743,84758,Royal Dutch Shell
Shell Oil,David Knox,,,,False,False,373741,84758,Royal Dutch Shell
Shell Oil,Chris Ryan,Senior Legal Counsel,2001-04-00,2005-06-00,False,True,372853,84758,Royal Dutch Shell
Shell Oil,Chris Ryan,Corporate Counsel,1996-00-00,2001-00-00,False,False,372853,84758,Royal Dutch Shell
Shell Oil,Chris Ryan,Managing Counsel,2005-07-00,2008-05-00,False,False,372853,84758,Royal Dutch Shell
Shell Oil,Chris Ryan,"Associate General Counsel, Upstream International Asia",2009-09-00,2011-05-00,False,False,372853,84758,Royal Dutch Shell
Shell Oil,Chris Ryan,"Director, Viva Energy Australia Group",2011-07-00,2014-10-00,False,True,372853,84758,Royal Dutch Shell
Shell Oil,Chris Ryan,"Associate General Counsel, Asia Pacific",2008-06-00,2009-09-00,False,False,372853,84758,Royal Dutch Shell
Shell Oil,Chris Ryan,General Counsel,2011-07-00,2014-10-00,False,False,372853,84758,Royal Dutch Shell
Shell Oil,Guy Michael Cowan,CFO & Director (US); CFO (Nigeria),,,False,True,290676,84758,Royal Dutch Shell
Shell Oil,Keith Spence,,1980-00-00,1998-00-00,False,False,372752,84758,Royal Dutch Shell
Shell Oil,Stuart Nicholls,,,,True,False,372730,84758,Royal Dutch Shell
Shell Oil,Bruce Culpepper,President,,,False,True,86384,84758,Royal Dutch Shell
Shell Oil,Catherine Tanna,"Executive VP, Gas & Power",,,False,True,365081,84758,Royal Dutch Shell
Shell Oil,Jorma J Ollila,Non-Executive Chairman (Board of Directors),,,,True,1134,283746,Shell Deutschland Oil Gmbh
Shell Oil,Martin Vleer,,,,,False,312872,283746,Shell Deutschland Oil Gmbh
Shell Oil,Alexander Struck,Other,,,,False,310929,283746,Shell Deutschland Oil Gmbh
Shell Oil,Joerg Dehmel,Other,,,,False,291599,283746,Shell Deutschland Oil Gmbh
Shell Oil,Selda Gunsel,,,,,False,295673,283746,Shell Deutschland Oil Gmbh
Shell Oil,Stephan Hafner,Executive / Senior Vice President,2016-00-00,,,True,295806,283746,Shell Deutschland Oil Gmbh
Shell Oil,Axel Heisler,Executive / Senior Vice President,2016-00-00,,,True,296431,283746,Shell Deutschland Oil Gmbh
Shell Oil,Gerald Schotmann,,,,,False,309164,283746,Shell Deutschland Oil Gmbh
Shell Oil,Thomas Schaffers,Other,,,,False,308959,283746,Shell Deutschland Oil Gmbh
Shell Oil,Oliver Venzke,,,,,False,312695,283746,Shell Deutschland Oil Gmbh
Shell Oil,Ralf Dwinger-Jahnke,Other,,,,False,292670,283746,Shell Deutschland Oil Gmbh
Shell Oil,Augustinus Cornelis Carol van Els,CEO,2016-00-00,,,True,312486,283746,Shell Deutschland Oil Gmbh
Shell Oil,Thomas Griepp,Other,,,,False,295442,283746,Shell Deutschland Oil Gmbh
Shell Oil,Holger Schmuck,Other,,,,False,309116,283746,Shell Deutschland Oil Gmbh
Shell Oil,Gerlinde Knop,Executive / Senior Vice President,2016-00-00,,,True,299148,283746,Shell Deutschland Oil Gmbh
Shell Oil,Peter Ross,Other,,,,False,322722,283746,Shell Deutschland Oil Gmbh
Shell Oil,Ben Van Beurden,CEO,2014-00-00,,,True,172363,283746,Shell Deutschland Oil Gmbh
Shell Oil,Thomas Zengerly,Other,,,,False,314497,283746,Shell Deutschland Oil Gmbh
Shell Oil,Sylvia Weihe,Other,,,,False,313360,283746,Shell Deutschland Oil Gmbh
Shell Oil,Franz-Martin Brueggemann,Other,,,,False,288618,283746,Shell Deutschland Oil Gmbh
Shell Oil,Patrick Carre,Other,,,,False,289267,283746,Shell Deutschland Oil Gmbh
Shell Oil,Joerg Debus,Other,,,,False,291549,283746,Shell Deutschland Oil Gmbh
Shell Oil,Hans Von Der Linde,Member of Supervisory Board,,2015-00-00,,True,312907,283746,Shell Deutschland Oil Gmbh
Shell Oil,Gerrit Zalm,Non-Executive Director (Board of Directors),,,,True,91791,283746,Shell Deutschland Oil Gmbh
Shell Oil,Ilonka Pallokat,Secretary,2016-00-00,,,False,305552,283746,Shell Deutschland Oil Gmbh
Shell Oil,Gerard Penning,Member of Supervisory Board,,2015-00-00,,True,306073,283746,Shell Deutschland Oil Gmbh
Shell Oil,Dirk Schroers,Other,,,,False,309194,283746,Shell Deutschland Oil Gmbh
Shell Oil,Amrin Senger,Chief Executive Officer,,2015-00-00,,True,309458,283746,Shell Deutschland Oil Gmbh
Shell Oil,Nigel Elton Sheinwald,Non-Executive Director (Board of Directors),,,,True,309656,283746,Shell Deutschland Oil Gmbh
Shell Oil,Bernardus Cornelis Adriana Margriet Van Beurden,Chief Executive Officer,,2015-00-00,,True,312438,283746,Shell Deutschland Oil Gmbh
Shell Oil,Bart van de Leemput,Member of Supervisory Board,,2015-00-00,,True,312446,283746,Shell Deutschland Oil Gmbh
Shell Oil,Haaije van der Brug,Executive / Senior Vice President,2016-00-00,,,True,312461,283746,Shell Deutschland Oil Gmbh
Shell Oil,Bartholomeus Petrus Voet,,,,,False,312876,283746,Shell Deutschland Oil Gmbh
Shell Oil,Martin Wettering,Member of Supervisory Board,,2015-00-00,,True,313509,283746,Shell Deutschland Oil Gmbh
Shell Oil,Gerardus Johannes Wijers,Deputy Chairman and Senior Independent Non-Executive Director (Board of Directors),,,,True,313654,283746,Shell Deutschland Oil Gmbh
Shell Oil,Patricia Ann Woertz,Non-Executive Director (Board of Directors),,,,True,313891,283746,Shell Deutschland Oil Gmbh
Shell Oil,Linda Gillespie Stuntz,Non-Executive Director (Board of Directors),,,,True,310953,283746,Shell Deutschland Oil Gmbh
Shell Oil,Alan Patrick McLean,Member of Supervisory Board,,2015-00-00,,True,318648,283746,Shell Deutschland Oil Gmbh
Shell Oil,Petrus Matthias Marie Blauwhoff,Chief Executive Officer,,2015-00-00,,True,287726,283746,Shell Deutschland Oil Gmbh
Shell Oil,Guy Robert Elliott,Non-Executive Director (Board of Directors),,,,True,292908,283746,Shell Deutschland Oil Gmbh
Shell Oil,Joern Degetow,Member of Supervisory Board,,2015-00-00,,True,291586,283746,Shell Deutschland Oil Gmbh
Shell Oil,Donny Ching,"Legal Director, Member (Executive Committee)",,,,True,289844,283746,Shell Deutschland Oil Gmbh
Shell Oil,Klaus-Dieter Bortel,Chief Executive Officer,,2015-00-00,,True,288046,283746,Shell Deutschland Oil Gmbh
Shell Oil,Marvin Odum,Member (Executive Committee),,,,True,34850,283746,Shell Deutschland Oil Gmbh
Shell Oil,Harry Brekelmans,Member (Executive Committee),,,,True,288393,283746,Shell Deutschland Oil Gmbh
Shell Oil,Wolfgang Koenn,Member of Supervisory Board,,,,True,299220,283746,Shell Deutschland Oil Gmbh
Shell Oil,Hugh Sydney Mitchell,Member (Executive Committee),,,,True,303592,283746,Shell Deutschland Oil Gmbh
Shell Oil,Robin Mooldijk,Member of Supervisory Board,,2015-00-00,,True,303787,283746,Shell Deutschland Oil Gmbh
Shell Oil,Charles Otis Holliday,Non-Executive Director (Board of Directors),,,,True,296978,283746,Shell Deutschland Oil Gmbh
Shell Oil,Andrew Brown,Member (Executive Committee),,,,True,320407,283746,Shell Deutschland Oil Gmbh
Shell Oil,Gerhardus Johannes Kleisterlee,Non-Executive Director (Board of Directors),,,,True,299077,283746,Shell Deutschland Oil Gmbh
Shell Oil,Istvan Kapitany,Member of Supervisory Board,,,,True,298359,283746,Shell Deutschland Oil Gmbh
Shell Oil,Simon Peter Henry,Chief Financial Officer,,2015-00-00,,True,296523,283746,Shell Deutschland Oil Gmbh
Shell Oil,Matthias Felix Bichsel,Member (Executive Committee),,2015-00-00,,True,287466,283746,Shell Deutschland Oil Gmbh
Shell Oil,Michiel Christofoor Maria Brandjes,Company Secretary and General Counsel Corporate,,2015-00-00,,False,288316,283746,Shell Deutschland Oil Gmbh
Shell Oil,Ralf Becker,Member of Supervisory Board,,2015-00-00,,True,316966,283746,Shell Deutschland Oil Gmbh
Shell Oil,Yiu Kiang Euleen Goh,Non-Executive Director (Board of Directors),,,,True,295066,283746,Shell Deutschland Oil Gmbh
Shell Oil,John Abbott,"Member (Executive Committee), Downstream Director",,,,True,83452,283746,Shell Deutschland Oil Gmbh
Shell Oil,Mike Coney,Attorney,1978-00-00,2007-10-00,False,False,390618,219868,Shell Oil Company
Shell Oil,Zane R Jobe,Research Sedimentologist,2010-06-00,2016-05-00,False,False,359395,219868,Shell Oil Company
Shell Oil,Andrew Burke,"Team Lead, Asset Management",,,,True,272098,219868,Shell Oil Company
Shell Oil,Alan Caldwell,Southern California Communications Manager,,,False,True,242620,219868,Shell Oil Company
Shell Oil,Ronald B Blakely,CEO,,,True,True,96085,96083,Equilon Enterprises LLC
Shell Oil,Lynn Laverty Elsenhans,CEO,2003-00-00,2005-00-00,,True,2610,96083,Equilon Enterprises LLC
Shell Oil Products Us,Ronald B Blakely,CEO,,,True,True,96085,96083,Equilon Enterprises LLC
Shell Oil Products Us,Lynn Laverty Elsenhans,CEO,2003-00-00,2005-00-00,,True,2610,96083,Equilon Enterprises LLC
Sinclair Oil,Charles Barlow,Vice President of Finance,,,,True,226134,28249,Sinclair Oil Corporation
Sinclair Oil,R. Earl Holding,CEO,,2013-00-00,,True,15025,28249,Sinclair Oil Corporation
Sinclair Oil,Harry Ford Sinclair,Founder,1916-00-00,1916-00-00,,True,112979,28249,Sinclair Oil Corporation
Statoil Asa,Børge Brende,,,,,False,430359,408437,Equinor
Statoil Asa,FINN BJOERN RUYTER,,,,True,False,385070,408437,Equinor
Statoil Asa,JON ERIK REINHARDSEN,,,,True,False,384275,408437,Equinor
Statoil Asa,HILDE MOELLERSTAD,,,,True,False,384748,408437,Equinor
Statoil Asa,JONATHAN JAMES MUSCHAMP LEWIS,,,,True,False,384265,408437,Equinor
Statoil Asa,PER MARTIN LABRAATEN,,,,True,False,383108,408437,Equinor
Statoil Asa,PEAL EITRHEIM,,,,True,False,383116,408437,Equinor
Statoil Asa,ANNE DRINKWATER,,,,True,False,386133,408437,Equinor
Statoil Asa,AL COOK,,,,True,False,386356,408437,Equinor
Statoil Asa,William V Maloney,Executive / Senior Vice President,,2015-00-00,,True,172511,408437,Equinor
Statoil Asa,William O. Perkins III,derivatives trader,,,False,False,329833,408437,Equinor
Statoil Asa,Peter Eilso Nielsen,CIO,2016-00-00,,False,False,322395,408437,Equinor
Statoil Asa,Kari Skeidsvoll Moe,Other,,,False,False,318736,408437,Equinor
Statoil Asa,Lars Christian Bacher,Executive Vice President,,2015-00-00,True,True,316900,408437,Equinor
Statoil Asa,Sir John M Scarlett,Chairman of the Strategic Advisory Committee,,,,True,90003,408437,Equinor
Statoil Asa,Hakon Rypern Volldal,Other,,,False,False,312895,408437,Equinor
Statoil Asa,Terje Richard Venold,Director,2016-00-00,,False,True,312686,408437,Equinor
Statoil Asa,Birgitte Ringstad Vartdal,Director,2016-00-00,,False,True,312617,408437,Equinor
Statoil Asa,Jeroen van der Veer,Director,2016-00-00,,True,True,312476,408437,Equinor
Statoil Asa,Olaug Johanne Svarva,Committee Chair (Director),2016-00-00,,False,True,311119,408437,Equinor
Statoil Asa,Ingvald Strommen,Director,2016-00-00,,False,True,310915,408437,Equinor
Statoil Asa,Jakob Stausholm,Comptroller,2009-00-00,,False,False,310626,408437,Equinor
Statoil Asa,Grace Montgomery Reksten Skaugen,Director,,2015-00-00,,True,310078,408437,Equinor
Statoil Asa,Tove Stuhr Sjoblom,Executive Vice President and Chief Staff Officer,,2015-00-00,,True,310067,408437,Equinor
Statoil Asa,Eldar Saetre,Member (Corporate Executive Committee),,,True,True,308523,408437,Equinor
Statoil Asa,Irene Rummelhoff,Executive / Senior Vice President,,2015-00-00,True,True,308401,408437,Equinor
Statoil Asa,Jarle Roth,Director,2016-00-00,,False,True,308226,408437,Equinor
Statoil Asa,Torgrim Reitan,Executive Vice President and Chief Financial Officer,,2015-00-00,True,True,307545,408437,Equinor
Statoil Asa,Tom Rathke,Director,2016-00-00,,False,True,307314,408437,Equinor
Statoil Asa,Margareth Ovrum,"Executive Vice President, Technology",,2015-00-00,True,True,305457,408437,Equinor
Statoil Asa,Maria Johanna Oudeman,Non,,2015-00-00,,False,305433,408437,Equinor
Statoil Asa,Anders Opedal,COO,2015-00-00,,True,False,305268,408437,Equinor
Statoil Asa,Tor-Einar Olsen,Director,2016-00-00,,False,True,305181,408437,Equinor
Statoil Asa,Jens Okland,,2015-00-00,,False,False,305109,408437,Equinor
Statoil Asa,Arne Sigve Nylund,,2013-00-00,,True,False,304868,408437,Equinor
Statoil Asa,Jannicke Nilsson,COO,2016-00-00,,True,False,304683,408437,Equinor
Statoil Asa,Kathrine Naess,Director,2016-00-00,,False,True,304282,408437,Equinor
Statoil Asa,James J Mulva,Independent Board Member (Board of Directors),,2015-00-00,,True,1086,408437,Equinor
Statoil Asa,Philippe Francois Mathieu,"Senior Vice President, Finance",,2015-00-00,,True,302390,408437,Equinor
Statoil Asa,Greger Mannsverk,Director,2016-00-00,,False,True,301990,408437,Equinor
Statoil Asa,Nicholas Alan Maden,"Senior Vice President, Exploration International",,2015-00-00,,True,301701,408437,Equinor
Statoil Asa,Oystein Loseth,"Chairman, Board of Directors",,2015-00-00,,True,301260,408437,Equinor
Statoil Asa,Jannik Lindbaek,"Vice President, Media Relations",,2015-00-00,,True,300957,408437,Equinor
Statoil Asa,Stig Laegreid,"Employees Representative; Member, Employee-Elected (Board of Directors)",,2015-00-00,True,True,299820,408437,Equinor
Statoil Asa,Kjersti Kleven,Director,2016-00-00,,False,True,299084,408437,Equinor
Statoil Asa,Siri Kalvig,Director,2016-00-00,,False,True,298308,408437,Equinor
Statoil Asa,Nina Kivijervi Jonassen,Other,,,False,False,298118,408437,Equinor
Statoil Asa,Peter Hutton,Executive / Senior Vice President,2015-00-00,,False,True,297437,408437,Equinor
Statoil Asa,Catherine Jeanne Hughes,Independent Board Member (Board of Directors),,2015-00-00,,True,297323,408437,Equinor
Statoil Asa,Torstein Hole,Executive / Senior Vice President,2016-00-00,,False,True,296952,408437,Equinor
Statoil Asa,Rebekka Glasser Herlofsen,Board Member,,,True,True,296559,408437,Equinor
Statoil Asa,Hans Jacob Hegge,CFO,,,False,False,296381,408437,Equinor
Statoil Asa,Gro Gunleiksrud Haatvedt,"Senior Vice President, Exploration, Norway",,2015-00-00,,True,295768,408437,Equinor
Statoil Asa,Bjorn Tore Godal,,2010-00-00,,True,False,295023,408437,Equinor
Statoil Asa,Kjerstin Fyllingen,Other,,,False,False,294299,408437,Equinor
Statoil Asa,Timothy Dodson,"Executive Vice President, Exploration",,2015-00-00,True,True,292139,408437,Equinor
Statoil Asa,Ingrid Elisabeth Di Valerio,Comptroller,2013-00-00,,False,False,291937,408437,Equinor
Statoil Asa,Rune Bjerke,Director,2016-00-00,,False,True,287628,408437,Equinor
Statoil Asa,Elisabeth Berge,Director,2016-00-00,,False,True,287214,408437,Equinor
Statoil Asa,Nils O Bastiansen,Vice Chairman,2016-00-00,,False,True,286767,408437,Equinor
Statoil Asa,Lill-Heidi Bakkerud,Director,2004-00-00,,False,True,286420,408437,Equinor
Statoil Asa,Tone Lunde Bakker,,2016-00-00,,False,False,286419,408437,Equinor
Statoil Asa,Tor Martin Anfinnsen,"Acting Executive Vice President for Marketing, Processing & Renewable Energy )",,2015-00-00,,True,285856,408437,Equinor
Statoil Asa,Russell Alton,Executive / Senior Vice President,2016-00-00,,False,True,285729,408437,Equinor
Statoil Asa,Wenche Marie Agerup,Board Member,,2015-00-00,True,True,285454,408437,Equinor
Statoil Asa,Roy Alexander Franklin OBE,Deputy Chairman of the Board,,,False,True,260705,408437,Equinor
Statoil Asa,Helge Lund,President and CEO,2004-00-00,2014-00-00,False,True,213872,408437,Equinor
Statoil Asa,Eldar Sætre,CEO,2015-02-00,,True,True,213885,408437,Equinor
Statoil Asa,John Knight,Executive Vice President,,2015-00-00,,True,162245,408437,Equinor
Sunoco Inc,V. Steve Herzog,Director of Strategic Planning and Execution,2010-00-00,2012-00-00,False,True,223102,57,"Sunoco, Inc."
Sunoco Inc,Marshall S McCrea III,President - Midstream Operations,,2015-00-00,,True,62302,57,"Sunoco, Inc."
Sunoco Inc,John W McReynolds,President,,2015-00-00,,True,5735,57,"Sunoco, Inc."
Sunoco Inc,Thomas E Long,Chief Financial Officer,,2015-00-00,,True,125855,57,"Sunoco, Inc."
Sunoco Inc,James Stirling Welch,Global Chief Financial Officer & Head ,,2015-00-00,,True,331368,57,"Sunoco, Inc."
Sunoco Inc,Martin Salinas,"Chief Financial Officer, Director",,2015-00-00,,True,322756,57,"Sunoco, Inc."
Sunoco Inc,Robert W Owens,President and Chief Executive Officer,,2015-00-00,,True,1925,57,"Sunoco, Inc."
Sunoco Inc,Brent Ratliff,Investor Relations,,2015-00-00,,False,307319,57,"Sunoco, Inc."
Sunoco Inc,Kelcy Warren,Director,,2015-00-00,,True,5729,57,"Sunoco, Inc."
Sunoco Inc,Cynthia A Archer,CIO,,2015-00-00,,False,316871,57,"Sunoco, Inc."
Sunoco Inc,Richard A Cargile,President - Midstream,,2015-00-00,,True,123583,57,"Sunoco, Inc."
Sunoco Inc,Sonia Aube,Secretary & Vice President - Admin,,2015-00-00,,True,62303,57,"Sunoco, Inc."
Sunoco Inc,Sophia Lee,"Senior Counsel, Litigation",,2015-00-00,,True,300484,57,"Sunoco, Inc."
Sunoco Inc,Charles K Valutas,Senior Vice President,,2008-00-00,False,True,1926,57,"Sunoco, Inc."
Sunoco Inc,Nalana G Hinds,,,,,False,245509,57,"Sunoco, Inc."
Sunoco Inc,Edward J. Hazzouri,Delaware Valley Public Affairs Director/Creator and President of Sunoco Philanthropic Foundation,2000-00-00,2009-00-00,False,True,266337,57,"Sunoco, Inc."
Sunoco Inc,Charles T Drevna,Vice President of Public Affairs,,,False,True,115245,57,"Sunoco, Inc."
Sunoco Inc,Michael J Hennigan,Senior Vice President,2006-02-03,2009-05-15,,True,60144,57,"Sunoco, Inc."
Sunoco Inc,Charles K Valutas,Chief Administrative Officer,2000-00-00,2008-00-00,False,True,1926,57,"Sunoco, Inc."
Sunoco Inc,Robert McClements Jr,Chairman and CEO,,,False,True,143255,57,"Sunoco, Inc."
Sunoco Inc,Mike Hennigan,"Senior Vice President, Business Improvement",,,False,True,161818,57,"Sunoco, Inc."
Sunoco Inc,John G Drosdick,Director ,,,True,True,1922,57,"Sunoco, Inc."
Sunoco Inc,John W Rowe,Director,2003-00-00,,False,True,1914,57,"Sunoco, Inc."
Sunoco Inc,George Jackson Ratcliffe,Director,1998-00-00,,False,True,1920,57,"Sunoco, Inc."
Sunoco Inc,Rosemarie B Greco,Director,1998-00-00,,False,True,1918,57,"Sunoco, Inc."
Sunoco Inc,Lynn Laverty Elsenhans,"Chairman, Chief Executive Officer and President",2008-08-00,,False,True,2610,57,"Sunoco, Inc."
Sunoco Inc,Robert Anderson Pew,Director,1978-00-00,,False,True,1917,57,"Sunoco, Inc."
Sunoco Inc,Thomas P Gerrity,Director,1990-00-00,,False,True,1442,57,"Sunoco, Inc."
Sunoco Inc,Robert J Darnall,Director,2000-00-00,,False,True,1919,57,"Sunoco, Inc."
Sunoco Inc,John D Pickering,Senior Vice President,2011-05-00,,True,True,119655,57,"Sunoco, Inc."
Sunoco Inc,Irene Chang Britt,,2011-12-00,,True,False,119654,57,"Sunoco, Inc."
Sunoco Inc,William H Easter III,,2011-12-00,,True,False,119653,57,"Sunoco, Inc."
Sunoco Inc,Michael J Colavita,CFO,2012-03-00,,True,False,119652,57,"Sunoco, Inc."
Sunoco Inc,Michael J Colavita,Vice President,2012-03-00,,True,True,119652,57,"Sunoco, Inc."
Sunoco Inc,Michael J Hennigan,Senior Vice President,2008-10-00,2009-05-15,,True,60144,57,"Sunoco, Inc."
Sunoco Inc,Deborah M Fretz,,,,True,False,68014,57,"Sunoco, Inc."
Sunoco Inc,Michael S Kuritzkes,Senior Vice President,,,,True,60145,57,"Sunoco, Inc."
Sunoco Inc,Terence P Delaney,CFO,,,True,False,60146,57,"Sunoco, Inc."
Sunoco Inc,Michael S Kuritzkes,General Counsel,,,,False,60145,57,"Sunoco, Inc."
Sunoco Inc,John G Drosdick,,,,False,False,1922,57,"Sunoco, Inc."
