Company Name,Category,"(Utilities Only) 
Percentage generation fossil fuels","(Utilities Only) 
Investment in new fossil fuel infrastructure","(Utilities Only) 
Percentage revenue derived from fossil fuels"
Kentucky River Coal,Coal Mining,,,
Kentucky River Coal Corp,Coal Mining,,,
Kentucky River Coal Properties,Coal Mining,,,
Kerl's Coal & Oil,Coal Mining,,,
Kern Coal Co,Coal Mining,,,
Kerr-McGee Coal Corp,Coal Mining,,,
Kerry Coal,Coal Mining,,,
Keystone Coal,Coal Mining,,,
Keystone Coal Co,Coal Mining,,,
Kiewit Mining Group,Coal Mining,,,
Kimble Coal & Clay,Coal Mining,,,
Kindill Mining Inc,Coal Mining,,,
King Coal,Coal Mining,,,
King Coal Chev,Coal Mining,,,
Kingston Mines,Coal Mining,,,
Knighland Coal,Coal Mining,,,
Knight Hank Coal LLC,Coal Mining,,,
Knight Hawk Coal,Coal Mining,,,
Knott-Floyd Land Co,Coal Mining,,,
Kobin Coal,Coal Mining,,,
Kobin Coal Corp,Coal Mining,,,
Kodin Coal,Coal Mining,,,
Kodin Coal Corp,Coal Mining,,,
Koontz Coal Co,Coal Mining,,,
Kriebel Production Co,Coal Mining,,,
KWV Operations LLC,Coal Mining,,,
KY Coal Assn,Coal Mining,,,
KY Coal Coalition,Coal Mining,,,
KY Cumberland Coal,Coal Mining,,,
KY River Coal,Coal Mining,,,
L&L Energy,Coal Mining,,,
Lafayette Coal,Coal Mining,,,
Lakeshore Coal Handlcorp,Coal Mining,,,
Lambert Coal Co,Coal Mining,,,
Larew Coal Co,Coal Mining,,,
Latino Nat Republican Coal,Coal Mining,,,
Laurel Coal,Coal Mining,,,
Laurus Energy,Coal Mining,,,
Lawes Coal,Coal Mining,,,
Lee Paul Coal,Coal Mining,,,
Lee Paul Coal Co,Coal Mining,,,
Lee Ranch Coal,Coal Mining,,,
Leeco Coal,Coal Mining,,,
Lehigh Anthracite Coal,Coal Mining,,,
Lehigh Coal & Navigation,Coal Mining,,,
Leon Coal Co,Coal Mining,,,
Lewis Coal Sales,Coal Mining,,,
Lexington Coal Co,Coal Mining,,,
Lighthouse Resources,Coal Mining,,,
Lightning Coal & Trading Inc,Coal Mining,,,
Lignite Energy Council,Coal Mining,,,
Lipari Coal Holdings,Coal Mining,,,
Little Boyd Coal,Coal Mining,,,
Lodestar Energy,Coal Mining,,,
Logan & Kanawha Coal Co,Coal Mining,,,
Long Fork Coal,Coal Mining,,,
Lp Mineral,Coal Mining,,,
Lunas Coal,Coal Mining,,,
M&J Coal Co,Coal Mining,,,
Macoupin Energy,Coal Mining,,,
Madison Coal & Supply,Coal Mining,,,
Madison Coal & Supply Co,Coal Mining,,,
Magic Coal,Coal Mining,,,
Magnum Coal,Coal Mining,,,
Magnum Coal Co,Coal Mining,,,
Malinzak & Yowonske,Coal Mining,,,
Mama Insurance Consultants,Coal Mining,,,
Manalapan Mining Co,Coal Mining,,,
Manon County Coal Co,Coal Mining,,,
Mapco Coal Inc,Coal Mining,,,
Maple Creek Mining,Coal Mining,,,
Marathon Employees PAC,Coal Mining,,,
Marfolk Coal Co,Coal Mining,,,
Marfork Coal,Coal Mining,,,
Marfork Coal Co,Coal Mining,,,
Marietta Coal,Coal Mining,,,
Marietta Coal Co,Coal Mining,,,
Marine Coal Co,Coal Mining,,,
Marion County Coal Co,Coal Mining,,,
Marshall County Coal,Coal Mining,,,
Marshall County Coal Co,Coal Mining,,,
Marshall Miller & Associates,Coal Mining,,,
Marson Coal Co,Coal Mining,,,
Martin County Coal,Coal Mining,,,
Maryan Mining LLC,Coal Mining,,,
Maryland Coal Assn,Coal Mining,,,
Maryland Coal Association,Coal Mining,,,
Massey Coal Services,Coal Mining,,,
Massey Energy,Coal Mining,,,
Matrix Energy,Coal Mining,,,
McCoy Elkhorn Coal,Coal Mining,,,
McCoy-Elkhorn Coal,Coal Mining,,,
McCreery Coal Land Co,Coal Mining,,,
McNabb Coal,Coal Mining,,,
Mepco,Coal Mining,,,
Mepco LLC,Coal Mining,,,
Metros Coal,Coal Mining,,,
Mettiki Coal,Coal Mining,,,
Mettiki Coal Corp,Coal Mining,,,
Mettiki Coal LLC,Coal Mining,,,
Michigan Insurance Coal (MicPAC),Coal Mining,,,
Mid Vol Coal Sales,Coal Mining,,,
Mid-Continent Coal & Coke,Coal Mining,,,
Midwest Coal Co,Coal Mining,,,
Midwest Coal Handling,Coal Mining,,,
Midwest Coal Handling Co,Coal Mining,,,
Military Child Education Coali,Coal Mining,,,
Miller Bros Coal Inc,Coal Mining,,,
Miller Brothers Coal,Coal Mining,,,
Mine Superintendent,Coal Mining,,,
Minequest,Coal Mining,,,
Minerals PAC Today,Coal Mining,,,
Mingo Logan Coal Co,Coal Mining,,,
Mission Coal,Coal Mining,,,
Mission Coal (Pinnacle),Coal Mining,,,
Mitiki Coal Mines,Coal Mining,,,
Montana Coal Council,Coal Mining,,,
Montana Peabody PAC,Coal Mining,,,
Montebello Coal,Coal Mining,,,
Monterey Coal,Coal Mining,,,
Monterey Coal Co,Coal Mining,,,
Moore Coal Co,Coal Mining,,,
Moran Coal Co,Coal Mining,,,
Moran Coal Company Inc,Coal Mining,,,
Moss Coal Sales,Coal Mining,,,
Mountain Coal Co,Coal Mining,,,
Mountaineer Clean Coal Technology,Coal Mining,,,
MS Coy Elkhorn Coal,Coal Mining,,,
Msc Coal Equipment,Coal Mining,,,
Mt Coal Council,Coal Mining,,,
Mt Peabody PAC,Coal Mining,,,
Multiple Coal Companies,Coal Mining,,,
Murray American Energy,Coal Mining,,,
Murray Energy,Coal Mining,,,
Murray Energy Corp,Coal Mining,,,
Na Coal Royalty Co,Coal Mining,,,
Nally & Hamilton Enterprises,Coal Mining,,,
National Asian American Coal,Coal Mining,,,
National Coal,Coal Mining,,,
National Coal Assn,Coal Mining,,,
National Coal Corp,Coal Mining,,,
National Coal of Alabama,Coal Mining,,,
National Council of Coal Lessors,Coal Mining,,,
National Low Income Housing Coal,Coal Mining,,,
Natural Coal Corp,Coal Mining,,,
Natural Resource Partners,Coal Mining,,,
Natural Resource Professionals LLC,Coal Mining,,,
ND Coal PAC,Coal Mining,,,
ND Nacco PAC,Coal Mining,,,
Nerco Inc,Coal Mining,,,
Nerco PAC,Coal Mining,,,
New Action Coal Mining Co,Coal Mining,,,
New York Coalition For Recreational Fishing,Coal Mining,,,
Nex Coal Service,Coal Mining,,,
Nex Gen Coal Services Ltd,Coal Mining,,,
Nex Gen Resources,Coal Mining,,,
Nexgen Coal Services,Coal Mining,,,
Nexgen Coal Services Ltd,Coal Mining,,,
Nexgen Resources,Coal Mining,,,
Niagara Health Quality Coalition Inc,Coal Mining,,,
Nicewonder Coal Group,Coal Mining,,,
North Amer Coal,Coal Mining,,,
North Amerian Coal Freedom,Coal Mining,,,
North American Coal,Coal Mining,,,
North American Coal Co,Coal Mining,,,
North American Coal Corp,Coal Mining,,,
North American Coal Corp PAC,Coal Mining,,,
North American Coal Corporation,Coal Mining,,,
North American Coal Corporation PAC Texas,Coal Mining,,,
North Dakota Lignite Council,Coal Mining,,,
Northern Coal Co Working Fund Account,Coal Mining,,,
NRP,Coal Mining,,,
NRP Inc,Coal Mining,,,
NRP Lp,Coal Mining,,,
Nrplp,Coal Mining,,,
Nrplp Coal & Land Co,Coal Mining,,,
Ntl Coal For Cancer Survivors,Coal Mining,,,
Nu-Coal Technology Ltd,Coal Mining,,,
Oconnor Terry/Arco Coal Co,Coal Mining,,,
Oglebay Norton Co,Coal Mining,,,
OH Coal Assoc,Coal Mining,,,
OH Valley Coal,Coal Mining,,,
Ohio American Energy,Coal Mining,,,
Ohio Coal,Coal Mining,,,
Ohio Coal Assn,Coal Mining,,,
Ohio Coal Association,Coal Mining,,,
Ohio Coal Co,Coal Mining,,,
Ohio County Coal,Coal Mining,,,
Ohio Mining & Reclamation Association,Coal Mining,,,
Ohio Valley Coal,Coal Mining,,,
Ohio Valley Coal Co,Coal Mining,,,
"Oil, Gas, Coal Consultant",Coal Mining,,,
Oklahoma Taxpayers Accountability Coalition,Coal Mining,,,
Old Ben Coal,Coal Mining,,,
Oliver Coal Sales,Coal Mining,,,
Oliver Coal Sales Co,Coal Mining,,,
One PAC,Coal Mining,,,
Onio Valley Coal Co,Coal Mining,,,
Onyx Coal,Coal Mining,,,
Onyx Coal Sales,Coal Mining,,,
Or Nerco Employees PAC,Coal Mining,,,
Orag American Coal Holding,Coal Mining,,,
Oregon Nerco Coal PAC,Coal Mining,,,
Oregon Nerco Employees PAC,Coal Mining,,,
Orion Inc,Coal Mining,,,
Ov Coal Co,Coal Mining,,,
Oxbow Mining LLC,Coal Mining,,,
P&M Coal Co,Coal Mining,,,
P&M Mines,Coal Mining,,,
P&N Coal,Coal Mining,,,
P&N Coal Co,Coal Mining,,,
PA Coal Alliance,Coal Mining,,,
PA Coal Assn,Coal Mining,,,
Pacific Coast Coal,Coal Mining,,,
Pacific Coast Coal Co,Coal Mining,,,
Pacrim Coal,Coal Mining,,,
Paler Coking Coal Co,Coal Mining,,,
Palmer Coking Coal,Coal Mining,,,
Palmer Coking Coal Co,Coal Mining,,,
Paramount Coal Co,Coal Mining,,,
Parkwood Resources,Coal Mining,,,
Parton Brothers,Coal Mining,,,
Patriot Coal,Coal Mining,,,
Patriot Coal Corp,Coal Mining,,,
Patriot Coal Corporation,Coal Mining,,,
Patriot Coal Sales,Coal Mining,,,
Patriot Coal Services,Coal Mining,,,
Patton Mining LLC,Coal Mining,,,
Pbs Coal,Coal Mining,,,
Pbs Coals,Coal Mining,,,
Peabody Coal,Coal Mining,,,
Peabody Coal Co,Coal Mining,,,
Peabody Coal Sales,Coal Mining,,,
Peabody Coal Sales,Coal Mining,,,
Peabody Coal Trade,Coal Mining,,,
Peabody Corp,Coal Mining,,,
Peabody Group,Coal Mining,,,
Peabody Holding,Coal Mining,,,
Peabody Holding Co,Coal Mining,,,
Peabody Holding Company Inc,Coal Mining,,,
Peabody Investments,Coal Mining,,,
Peabody Midwest Mining,Coal Mining,,,
Peabody Western Coal,Coal Mining,,,
Peabody Western Coal Co,Coal Mining,,,
Peaboy Holding Comp,Coal Mining,,,
Pen Coal,Coal Mining,,,
Pen Coal Corp,Coal Mining,,,
Pen-Ohio Coal,Coal Mining,,,
Penin Ohio Coal,Coal Mining,,,
Penn Ohio Coal,Coal Mining,,,
Penn Ohio Coal Co,Coal Mining,,,
Penn Ohio Coals Co,Coal Mining,,,
Penn-Ohio Coal,Coal Mining,,,
Penn-Ohio Coal Co,Coal Mining,,,
Pennsylvania Coal Alliance,Coal Mining,,,
Pennsylvania Coal Assn,Coal Mining,,,
Pennsylvania Coal Association,Coal Mining,,,
Pennsylvania Coal PAC,Coal Mining,,,
Pennsylvania Coaltion Against Domestic,Coal Mining,,,
Pennyrile Coal,Coal Mining,,,
Perini Corp,Coal Mining,,,
Petersburg Coal,Coal Mining,,,
Pevier Coal Sales Co,Coal Mining,,,
Pevler Coal Sales,Coal Mining,,,
Pevler Coal Sales Co,Coal Mining,,,
Phelps Coal & Land,Coal Mining,,,
Philadelphia Republican Coalition,Coal Mining,,,
Phoenix Coal,Coal Mining,,,
Phoenix Coal Sales,Coal Mining,,,
Phoenix Natural Resources Inc,Coal Mining,,,
Pickman Coal Co,Coal Mining,,,
Pine Branch Coal Sales,Coal Mining,,,
Pine Creek Coal Co,Coal Mining,,,
Pinn Oak Resources,Coal Mining,,,
Pioneer Group,Coal Mining,,,
Pittsburgh & Midway Coal,Coal Mining,,,
Pittston Coal,Coal Mining,,,
Pittston Coal Co,Coal Mining,,,
Pittston Coal Group,Coal Mining,,,
Pittston Coal Management Co,Coal Mining,,,
Pittston Minerals Group,Coal Mining,,,
Pn Coal Co,Coal Mining,,,
Pocahontas Coal Co,Coal Mining,,,
Polar Mining,Coal Mining,,,
Popple Brothers Coal Co,Coal Mining,,,
Powder River Coal,Coal Mining,,,
Powder River Coal Co,Coal Mining,,,
Powell Mountain Coal Co,Coal Mining,,,
Powell Mountain Coal Co Inc,Coal Mining,,,
Power Holdings of Illinois,Coal Mining,,,
Power Holdings of Illinois LLC,Coal Mining,,,
Power Resources Inc,Coal Mining,,,
Power-Ohio Coal,Coal Mining,,,
Prairie State Generating Co,Coal Mining,,,
Premier Elkhorn Coal Co,Coal Mining,,,
Prime Coal,Coal Mining,,,
Princess Beverly Coal,Coal Mining,,,
Princess Beverly Coal Co,Coal Mining,,,
Progress Fuels,Coal Mining,,,
Promote Wv Coal,Coal Mining,,,
Quaker Coal,Coal Mining,,,
Quener Coal Co,Coal Mining,,,
Quintana Coal,Coal Mining,,,
Rag American,Coal Mining,,,
Rag American Coal,Coal Mining,,,
Rag American Coal Holding,Coal Mining,,,
Rag American Coal Holding Inc,Coal Mining,,,
Rag Coal,Coal Mining,,,
Rag Colorado PAC,Coal Mining,,,
Rag Wyoming,Coal Mining,,,
Rag Wyoming Employees PAC,Coal Mining,,,
Ramaco Coal,Coal Mining,,,
Rapoca Energy,Coal Mining,,,
Rapoca Energy Co,Coal Mining,,,
Raven Energy,Coal Mining,,,
Rayle Coal,Coal Mining,,,
Rayle Coal Co,Coal Mining,,,
Reading Anthracite Co,Coal Mining,,,
Reb Coal,Coal Mining,,,
Rebco Coal,Coal Mining,,,
Red Hills Coal,Coal Mining,,,
Red River Coal Co,Coal Mining,,,
Red Rock Enterprises,Coal Mining,,,
Reedy Coal,Coal Mining,,,
Regal Coal Co,Coal Mining,,,
Regent Allied Carbon Energy,Coal Mining,,,
Res Coal,Coal Mining,,,
Res Coal LLC,Coal Mining,,,
Reserve Coal,Coal Mining,,,
Respiratory Medication Providers Cltn,Coal Mining,,,
Revalation Coal,Coal Mining,,,
Rex Coal Co,Coal Mining,,,
Rg Johnson Co,Coal Mining,,,
Rhino Resource Partners,Coal Mining,,,
Rifle Coal,Coal Mining,,,
Rifle Coal Co,Coal Mining,,,
River Hill Coal,Coal Mining,,,
River Hill Coal Co,Coal Mining,,,
River Trading,Coal Mining,,,
River Vial Coal,Coal Mining,,,
River View Coal,Coal Mining,,,
River View Coal LLC,Coal Mining,,,
Riverton Coal,Coal Mining,,,
Riverton Coal Co,Coal Mining,,,
Riverview Coal,Coal Mining,,,
Riverview Coal LLC,Coal Mining,,,
Robbie Rose Coal Co,Coal Mining,,,
Robert Clear Coal,Coal Mining,,,
Robert Clear Coal Corp,Coal Mining,,,
Robert I Hartley Revocable Trust,Coal Mining,,,
Robin Coal,Coal Mining,,,
Robindale Energy Services,Coal Mining,,,
Robinson Coal,Coal Mining,,,
Rochester & Pittsburgh Coal,Coal Mining,,,
Rock N Roll Coal,Coal Mining,,,
Rock N Roll Coal Co,Coal Mining,,,
Rocknroll Coal Co,Coal Mining,,,
Rogers Group,Coal Mining,,,
Rogers Group PAC,Coal Mining,,,
Rosebud Mining,Coal Mining,,,
Rossi Coal Co,Coal Mining,,,
Royal Coal Co,Coal Mining,,,
Ruby Coal,Coal Mining,,,
Ruger Coal Co,Coal Mining,,,
S Coal Co,Coal Mining,,,
Sales Alabama Coal Coop,Coal Mining,,,
Sales Alabama Coal Coope,Coal Mining,,,
San Juan Coal Co,Coal Mining,,,
San Juan Coal Co/Bhp Navajo Co,Coal Mining,,,
Sand Hills Coal,Coal Mining,,,
Sands Hill Coal,Coal Mining,,,
Sands Hill Coal & Co,Coal Mining,,,
Sands Hill Coal Co,Coal Mining,,,
Schoate Coal,Coal Mining,,,
Secure Energy For America PAC,Coal Mining,,,
Seneca Coal,Coal Mining,,,
Shady Lane Coal Co,Coal Mining,,,
Sidney Coal,Coal Mining,,,
Sigmon Coal,Coal Mining,,,
Sigmon Coal Co,Coal Mining,,,
Simpson Brothers Coal Co,Coal Mining,,,
Sitran LLC,Coal Mining,,,
Small Coal Operator,Coal Mining,,,
Smokey Mountain Coal,Coal Mining,,,
Smokey Moutain Coal,Coal Mining,,,
Smoky Mountain Coal,Coal Mining,,,
Smoky Mtn Coal,Coal Mining,,,
Smoky Mtn Coal Corp,Coal Mining,,,
Smoky Mtn Coal Sales,Coal Mining,,,
Smoky Mtn Coal Sales/Secretary/Trea,Coal Mining,,,
Snf Coal,Coal Mining,,,
Snf Flomin Coal,Coal Mining,,,
Snyder Associated Coal,Coal Mining,,,
Sol Coal Group PAC,Coal Mining,,,
Solar Sources,Coal Mining,,,
Solar Sources Inc,Coal Mining,,,
Solar Sources Underground,Coal Mining,,,
Somerset Coal International,Coal Mining,,,
Somersett Coal Intl,Coal Mining,,,
South Eastern Tax Reform Coalition,Coal Mining,,,
South Fork Coal,Coal Mining,,,
South Tamaqua Coal Pockets,Coal Mining,,,
Southern Coal & Land,Coal Mining,,,
Southern Coal & Land Co,Coal Mining,,,
Southern Coal Handling,Coal Mining,,,
Southern Coal Handling Co,Coal Mining,,,
Southern Coal Handling Services,Coal Mining,,,
Southern Coal Handling USA,Coal Mining,,,
Southwest Virginia Coal,Coal Mining,,,
Southwest Virginia Coal Corp,Coal Mining,,,
Spectrum Coal & Power,Coal Mining,,,
Springfield Coal,Coal Mining,,,
Springfield Coal Company LLC,Coal Mining,,,
St Creek Coal,Coal Mining,,,
Stafford Coal Sales,Coal Mining,,,
Star Coal Co,Coal Mining,,,
Steamship & Coal Agent,Coal Mining,,,
Steel Coal Supply Co,Coal Mining,,,
Stelton Coal & Feed,Coal Mining,,,
Stelton Coal & Feed Co,Coal Mining,,,
Steven D Isaacs Coal Distribution,Coal Mining,,,
Strata Products Worldwide,Coal Mining,,,
Strata Worldwide,Coal Mining,,,
Strategic Global Policy,Coal Mining,,,
Strishock Coal,Coal Mining,,,
Suacel Ak Corp,Coal Mining,,,
Sugar Camp Coal,Coal Mining,,,
Sugar Camp Coal LLC,Coal Mining,,,
Sugar Camp Energy LLC,Coal Mining,,,
Sugar Creek Coal,Coal Mining,,,
Sugarcamp Energy,Coal Mining,,,
Suneel Ak Corp,Coal Mining,,,
Sunrise Coal,Coal Mining,,,
Surface Coal Mining,Coal Mining,,,
Swiger Coal,Coal Mining,,,
Syncoal Solutions,Coal Mining,,,
Taft Coal,Coal Mining,,,
Taft Coal Sales,Coal Mining,,,
Taft Coal Sales & Assoc,Coal Mining,,,
Taft Coal Sales & Associates,Coal Mining,,,
Tanoma Coal Sales,Coal Mining,,,
Tanoma Energy,Coal Mining,,,
Teco Coal,Coal Mining,,,
Tecumseh Int Corp,Coal Mining,,,
Templeton Coal,Coal Mining,,,
Templeton Coal Co,Coal Mining,,,
Templeton Coal Company Inc,Coal Mining,,,
Tenmile Coal Co,Coal Mining,,,
Tennessee Mining Association,Coal Mining,,,
Texas Westmoreland Coal,Coal Mining,,,
The American Coal Co,Coal Mining,,,
The Brotherhood A Union Coalition,Coal Mining,,,
Thoroughbred Coal,Coal Mining,,,
Thoroughbred Coal Co,Coal Mining,,,
Thorughbred Coal Co,Coal Mining,,,
Throughbred Coal Co,Coal Mining,,,
Thunder Basin Coal,Coal Mining,,,
TN Refugee Rights Coal,Coal Mining,,,
Tom Altmeyer,Coal Mining,,,
Tonawanda Coke Corp,Coal Mining,,,
Tosca Coal Burning Oven,Coal Mining,,,
Tovcc,Coal Mining,,,
Trapper Mine,Coal Mining,,,
Trapper Mine PAC/Coal Enery Industries & Support Candidates,Coal Mining,,,
Trapper Mine Political Cmte,Coal Mining,,,
Trapper Mining,Coal Mining,,,
Traverse Coal Storage,Coal Mining,,,
Trenco Coal,Coal Mining,,,
Tri Star Mining Inc,Coal Mining,,,
Tri-Star Coal Sales,Coal Mining,,,
Triad Mining,Coal Mining,,,
Triad Mining of In Inc,Coal Mining,,,
Trinity Coal,Coal Mining,,,
Trinity Coal Co,Coal Mining,,,
Triple H Coal Mining,Coal Mining,,,
Tristar Coal,Coal Mining,,,
Triton Coal,Coal Mining,,,
Trout Coal Co,Coal Mining,,,
Trout Coal Holdings,Coal Mining,,,
Tru PAC,Coal Mining,,,
Turkey Gap Coal Co,Coal Mining,,,
Turris Coal Co,Coal Mining,,,
Tuscaroa Coal,Coal Mining,,,
Tweens Nutrition & Fitness Coali,Coal Mining,,,
Twentymile Coal Co,Coal Mining,,,
Twin Pines Coal Co,Coal Mining,,,
Twin Pines Coal Co Inc,Coal Mining,,,
Tyler Morgan Coal,Coal Mining,,,
Tyler Morgan Coal Co,Coal Mining,,,
UAF Coal,Coal Mining,,,
UAF Coal Corp,Coal Mining,,,
Ufibelli Coal Mine,Coal Mining,,,
Uniondale Coal,Coal Mining,,,
Uniondale Coal Co,Coal Mining,,,
Unionvale Coal,Coal Mining,,,
Unionvale Coal Co,Coal Mining,,,
Unionvale Coal-Ranger Investments,Coal Mining,,,
United Central Industrial Supply,Coal Mining,,,
United Central Industrial Supply Co,Coal Mining,,,
United Central Supply,Coal Mining,,,
United Co,Coal Mining,,,
United Coal,Coal Mining,,,
United Coal Co,Coal Mining,,,
United Coal Sales,Coal Mining,,,
United Coals,Coal Mining,,,
United Energy Coal Inc,Coal Mining,,,
United Management Co LLC,Coal Mining,,,
United Mineral,Coal Mining,,,
United Minerals Co,Coal Mining,,,
Universal Coal Filters & Suppl,Coal Mining,,,
Universal Coal Services,Coal Mining,,,
Upper Peninsula Environmental Coalitio,Coal Mining,,,
Us Coal,Coal Mining,,,
Us Minerals,Coal Mining,,,
Usibelli Coal,Coal Mining,,,
Usibelli Coal Mine,Coal Mining,,,
Usibelli Coal Mine Inc,Coal Mining,,,
Usmk Inc,Coal Mining,,,
Utahamerican Energy,Coal Mining,,,
Vailer Coal,Coal Mining,,,
Valier Coal Yard,Coal Mining,,,
Valler Coal,Coal Mining,,,
Venture Coal Sales,Coal Mining,,,
Venture Coal Sales Co,Coal Mining,,,
Vessels Coal Gas,Coal Mining,,,
Vigo Coal,Coal Mining,,,
Vigo Coal Co,Coal Mining,,,
Viking Coal Solutions,Coal Mining,,,
Virginia Coal & Energy Alliance,Coal Mining,,,
Virginia Coal Association,Coal Mining,,,
Vulcan Coal Holdings,Coal Mining,,,
Wakota Bridge Coal,Coal Mining,,,
Walcoal Inc,Coal Mining,,,
Walter Energy,Coal Mining,,,
Walter Industries,Coal Mining,,,
Warner Coal,Coal Mining,,,
Warrior Coal,Coal Mining,,,
Warrior Coal LLC,Coal Mining,,,
Warrior Met Coal,Coal Mining,,,
Waste Management & Processor Inc,Coal Mining,,,
Waterloo Coal,Coal Mining,,,
Waterloo Coal Co,Coal Mining,,,
Waterloo Coal Co Inc,Coal Mining,,,
Wb Coal Co,Coal Mining,,,
Webster City Coal,Coal Mining,,,
Webster County Coal,Coal Mining,,,
Webster County Coal LLC,Coal Mining,,,
West Kentucky Coal Assn,Coal Mining,,,
West Virginia Coal Assn,Coal Mining,,,
West Virginia Coal Assoc,Coal Mining,,,
West Virginia Coal Association,Coal Mining,,,
West Virginia Coal Miners PAC,Coal Mining,,,
West Virginia Coals Inc,Coal Mining,,,
West Virginia Mid Vol,Coal Mining,,,
Western Coal Traffic League,Coal Mining,,,
Western Fuels Assn,Coal Mining,,,
Western Kentucky Coal Assn,Coal Mining,,,
Western Kentucky Coal Co,Coal Mining,,,
Western KY Coal Co,Coal Mining,,,
Westmoreland Coal,Coal Mining,,,
Westmoreland Coal Co,Coal Mining,,,
Whitaker Coal,Coal Mining,,,
White County Coal,Coal Mining,,,
White County Coal Co,Coal Mining,,,
White County Coal LLC,Coal Mining,,,
White River Coal Sales,Coal Mining,,,
White River Coal Sales Inc,Coal Mining,,,
White Stallion Coal,Coal Mining,,,
Williams Brothers Coal,Coal Mining,,,
Williamson Energy,Coal Mining,,,
Williamson Energy LLC,Coal Mining,,,
Wilmore Coal,Coal Mining,,,
Windsor Coal Co,Coal Mining,,,
Wj For Coal,Coal Mining,,,
Wmb Resources LLC,Coal Mining,,,
Wmb Ventures,Coal Mining,,,
Woodruff Coal,Coal Mining,,,
Woodruff Coal Co,Coal Mining,,,
WV Coal,Coal Mining,,,
WV Coal Assn,Coal Mining,,,
WV Coal Recovery,Coal Mining,,,
WV Consolidated Coal,Coal Mining,,,
Wyoming Coal Association,Coal Mining,,,
Wyoming Coal Cmte,Coal Mining,,,
X-Coal Energy & Resources,Coal Mining,,,
Zeigler Coal Holding Co,Coal Mining,,,
Zeigler Coal Holding Co/Old Ben Coal,Coal Mining,,,
Zeigler Coal Holding Company,Coal Mining,,,
Zimnox Coal,Coal Mining,,,
AEP/American Electric Power,Electric Utilities,72% (2018),,
AEP/Energy Partners,Electric Utilities,Non-generating subsidiary of FF parent company,,
AES,Electric Utilities,71 (2018),,
AES Alamitos LLC,Electric Utilities,100% (gas plant),,
AES Shady Point,Electric Utilities,100% (coal plant),,
AES Southland,Electric Utilities,100% (gas plant),,
Alabama Power,Electric Utilities,69% (2018),,
ALLETE Inc,Electric Utilities,72% (2018),,
Ameren Corp,Electric Utilities,76% (2017),,
Ameren Missouri,Electric Utilities,See Union Electric Company,,
Ameren Services,Electric Utilities,72% (2016),,
AmerenUE,Electric Utilities,See Union Electric Company,,
Appalachian Power ^,Electric Utilities,N/A,,
Arizona Public Service Co (APS),Electric Utilities,61% (2018),,
Astoria Energy,Electric Utilities,100% (gas plants),,
Bangor Hydro,Electric Utilities,See Emera Maine,,
Black Hills Corp,Electric Utilities,93% (2018),,
Buckeye Power,Electric Utilities,100% (2017),,
